dist	m1	ra	m2	iota	dec
2.518852300000000000e+01	4.833965109519741787e+00	2.330601099999999981e+00	4.059649460157117140e+00	1.194025799999999915e+00	-1.215085000000000054e-01
2.052314159999999887e+01	5.287784966483792815e+00	2.299062099999999997e+00	3.723611112111685273e+00	1.348518899999999965e+00	-1.325282000000000127e-01
5.139262670000000099e+01	6.279887681330014182e+00	2.317792400000000086e+00	3.154410189927718822e+00	1.975326000000000026e-01	-7.098409999999999442e-02
5.256747560000000163e+01	6.247890251196095868e+00	2.313656899999999794e+00	3.164252764764614145e+00	5.461911999999999878e-01	-5.423039999999999805e-02
6.349853240000000199e+01	6.338975689560646387e+00	2.329638099999999934e+00	3.132665368897234348e+00	3.294288000000000216e-01	1.810100000000000034e-03
4.969097339999999718e+01	6.312549096116959468e+00	2.337333600000000011e+00	3.135114252233386356e+00	4.724606000000000083e-01	-2.539260000000000128e-02
2.636794659999999979e+01	6.562691955642246278e+00	2.178417000000000048e+00	3.020182995177143948e+00	8.974843000000000126e-01	-3.922616999999999909e-01
3.292817209999999761e+01	6.533009042695480773e+00	2.183002899999999968e+00	3.019992531236999067e+00	3.521387999999999741e-01	-3.907462999999999909e-01
4.296750269999999716e+01	6.754767457792897112e+00	2.311092899999999783e+00	2.941246632018897245e+00	6.724413999999999669e-01	-1.689903000000000100e-01
6.288444960000000350e+01	6.643271655668559816e+00	2.299575299999999878e+00	2.966273940429257294e+00	2.496034000000000030e-01	-9.732630000000000448e-02
4.506992590000000121e+01	6.635334897046342384e+00	2.288108499999999879e+00	2.962730114210367915e+00	4.814376000000000211e-01	-1.022793000000000035e-01
4.790810479999999671e+01	6.657722264669692080e+00	2.339224699999999935e+00	2.973997877905686593e+00	6.085679000000000505e-01	-7.644059999999999744e-02
5.204206719999999819e+01	6.536062021250148568e+00	2.348273900000000136e+00	3.012397128093353249e+00	6.345817000000000263e-01	-6.603300000000000315e-03
5.472832030000000003e+01	6.501392696490739809e+00	2.353111699999999917e+00	3.031469386519701992e+00	6.132260999999999962e-01	1.097309999999999952e-02
2.767591810000000052e+01	4.907409176091514169e+00	2.226851200000000031e+00	3.997935227936755265e+00	9.377069999999999572e-01	-3.090170999999999890e-01
4.197168280000000351e+01	4.868366997408952734e+00	2.316183500000000173e+00	4.035385022621984064e+00	6.321196000000000037e-01	-1.394349000000000005e-01
2.279483510000000024e+01	5.104191186428256977e+00	2.188372699999999949e+00	3.851006593402560352e+00	1.174324399999999935e+00	-3.741888999999999910e-01
5.592617599999999811e+01	5.000144932738668224e+00	2.317259899999999817e+00	3.935264566427806532e+00	3.493250999999999995e-01	-5.969329999999999775e-02
4.246403000000000105e+01	5.352540509195766738e+00	2.335331699999999788e+00	3.683446026624130454e+00	7.988328000000000095e-01	-2.167780000000000054e-02
5.839394589999999852e+01	4.509050962866047563e+00	2.329278700000000146e+00	4.354138007985821623e+00	4.235839000000000132e-01	-2.802239999999999939e-02
3.773284110000000169e+01	4.645018479744006612e+00	2.307018300000000188e+00	4.238343395827635085e+00	9.071622999999999770e-01	-1.379846000000000128e-01
3.455079810000000151e+01	4.989610998734012703e+00	2.151145099999999921e+00	3.942148947225179612e+00	2.663826999999999723e-01	-4.281279000000000057e-01
3.012553839999999994e+01	5.413141727943786563e+00	2.177894100000000055e+00	3.639905843332306823e+00	3.965479000000000087e-01	-3.951221999999999790e-01
4.332210100000000352e+01	4.699388635191720454e+00	2.305873500000000131e+00	4.198087461737869397e+00	6.334598999999999647e-01	-1.507671999999999901e-01
2.849792409999999876e+01	5.598730829530093267e+00	2.180350400000000022e+00	3.531434742730332310e+00	5.080934999999999757e-01	-3.656187000000000187e-01
3.521286179999999888e+01	5.800537703497590236e+00	2.202079799999999921e+00	3.407982956290694698e+00	5.533514999999999961e-01	-3.569125000000000214e-01
4.301264400000000165e+01	5.951298892747236557e+00	2.194195099999999954e+00	3.332075712709696713e+00	3.503703000000000234e-01	-3.601552000000000087e-01
3.605470679999999817e+01	5.928626694473367209e+00	2.253036499999999887e+00	3.332610309025419326e+00	6.926271999999999984e-01	-2.576835000000000098e-01
5.640060900000000288e+01	4.608987844576837745e+00	2.333279399999999892e+00	4.271177150395207178e+00	5.749798000000000409e-01	-1.101440000000000058e-02
5.484542809999999946e+01	4.687361390537648553e+00	2.312082100000000029e+00	4.198270853381613321e+00	3.979860000000000064e-01	-6.717320000000000235e-02
4.385605129999999718e+01	5.261415498355160203e+00	2.319662199999999785e+00	3.736519437845776892e+00	4.480014999999999969e-01	-1.394438000000000066e-01
3.314398260000000107e+01	5.404604612789552398e+00	2.206417800000000096e+00	3.624227327690875633e+00	5.717664000000000080e-01	-3.484947999999999935e-01
2.110500449999999972e+01	5.411115403671679758e+00	2.221494499999999928e+00	3.641383596435379122e+00	1.146659099999999931e+00	-3.364817999999999976e-01
4.966301260000000184e+01	4.450974840831061208e+00	2.342945400000000067e+00	4.400300047170714990e+00	6.017046999999999812e-01	-3.244840000000000224e-02
4.953302289999999886e+01	5.774479213731774863e+00	2.294684300000000121e+00	3.434384793669164715e+00	5.288513000000000241e-01	-1.313877999999999990e-01
4.461462879999999842e+01	5.552048944802997710e+00	2.286859900000000057e+00	3.560060395371220654e+00	6.382636000000000420e-01	-1.656828999999999941e-01
5.125876490000000274e+01	4.687502992749009501e+00	2.315364399999999989e+00	4.189413612242493201e+00	6.728414000000000339e-01	-5.004630000000000190e-02
5.057971700000000226e+01	4.610469837988289576e+00	2.283630099999999885e+00	4.273910611331967146e+00	5.095406000000000102e-01	-2.040661000000000003e-01
2.546940959999999876e+01	4.662864200514452939e+00	2.130428999999999906e+00	4.202635773632315441e+00	5.909320000000000128e-01	-4.483305000000000207e-01
2.001078240000000008e+01	4.447194121639741482e+00	2.158229500000000023e+00	4.408523545155023982e+00	1.065196800000000055e+00	-4.487659999999999982e-01
1.913365010000000055e+01	4.639046939995515650e+00	2.123180500000000137e+00	4.226376808210662972e+00	1.407196200000000008e+00	-4.240206999999999726e-01
4.028736839999999830e+01	4.982739547248250744e+00	2.175669800000000098e+00	3.948854475549204768e+00	2.469871999999999901e-01	-4.028692999999999858e-01
3.831359040000000249e+01	4.642624847932143695e+00	2.173772800000000061e+00	4.233232617691670363e+00	1.598436000000000023e-01	-4.215190999999999799e-01
3.333297819999999945e+01	4.438900649829085054e+00	2.207514399999999988e+00	4.419764105237607765e+00	4.864240000000000230e-01	-3.650039999999999951e-01
3.657965200000000294e+01	4.542279612539404710e+00	2.187114499999999850e+00	4.328524930480874389e+00	6.229299000000000364e-01	-3.644603000000000148e-01
4.688198820000000211e+01	5.351444687995503102e+00	2.329889300000000052e+00	3.674628896048148796e+00	6.245422000000000473e-01	-5.027229999999999893e-02
3.871836439999999868e+01	4.958234895956844746e+00	2.308278399999999841e+00	3.972202126138168143e+00	7.598546000000000467e-01	-1.113158000000000064e-01
5.278031109999999870e+01	4.662808247796878192e+00	2.335900200000000204e+00	4.227236678137180625e+00	2.608740999999999977e-01	-7.919719999999999538e-02
4.867169229999999658e+01	4.994817252782996597e+00	2.306295700000000171e+00	3.938922875179176941e+00	4.309465000000000101e-01	-1.191277000000000030e-01
3.379769370000000350e+01	6.094482256642075768e+00	2.315818800000000177e+00	3.248069554883036503e+00	1.053466999999999931e+00	-6.442630000000000579e-02
2.682165880000000158e+01	6.087185872673936515e+00	2.171384300000000156e+00	3.241319951446099523e+00	6.227772000000000308e-01	-3.895857999999999821e-01
2.817030180000000072e+01	5.186620049926429665e+00	2.243541099999999844e+00	3.792969537229143651e+00	9.857190999999999592e-01	-2.541367999999999960e-01
2.174473250000000135e+01	5.364484089729705474e+00	2.248843799999999948e+00	3.671917475333180914e+00	1.109318900000000108e+00	-2.416020000000000112e-01
1.623099110000000067e+01	5.447767499410200109e+00	2.282443799999999801e+00	3.616353909537727063e+00	1.234741000000000088e+00	-2.345951000000000009e-01
2.939434980000000053e+01	5.417610246980634869e+00	2.221511500000000083e+00	3.633765097938840061e+00	7.404825999999999908e-01	-3.135978999999999850e-01
2.918957340000000045e+01	5.483459956886362896e+00	2.205070500000000155e+00	3.601887441120203981e+00	8.618228999999999473e-01	-3.106008000000000102e-01
1.870929479999999856e+01	5.308700702119251602e+00	2.196187899999999971e+00	3.712970037210770791e+00	1.061649700000000029e+00	-3.293308999999999820e-01
4.452800669999999883e+01	5.732965280149186604e+00	2.192828599999999906e+00	3.430874726416384135e+00	3.235379999999999923e-01	-3.465445999999999804e-01
4.223497230000000258e+01	5.530069713367846695e+00	2.181425799999999970e+00	3.559123005147093899e+00	2.733758000000000021e-01	-3.438227999999999840e-01
3.617510219999999777e+01	5.685058400065454265e+00	2.211838300000000146e+00	3.474107920458798571e+00	6.034580999999999973e-01	-2.961867999999999723e-01
4.625932230000000089e+01	4.921648577989984119e+00	2.326996499999999912e+00	3.991717844124510695e+00	7.386907000000000334e-01	-5.950559999999999877e-02
5.721608080000000029e+01	5.356561661407957864e+00	2.361042100000000143e+00	3.663404478885018190e+00	2.453383000000000091e-01	3.194290000000000324e-02
3.845545640000000276e+01	4.824266216396076778e+00	2.230792000000000108e+00	4.077631901442834383e+00	6.171322000000000196e-01	-2.962667999999999968e-01
4.937081870000000094e+01	4.921136773841658929e+00	2.235185500000000047e+00	3.999552537522267137e+00	2.469649999999999901e-01	-3.090352000000000099e-01
2.608104769999999917e+01	5.695571142832048572e+00	2.267036800000000074e+00	3.465076128333076433e+00	1.054467899999999903e+00	-2.811409000000000269e-01
3.179231629999999953e+01	5.661057011284576390e+00	2.188832399999999900e+00	3.481405138880525385e+00	5.744763999999999982e-01	-3.521577000000000179e-01
3.501848300000000336e+01	5.708959500905544715e+00	2.245823099999999961e+00	3.444711375476943616e+00	9.395115000000000549e-01	-2.281476000000000059e-01
4.270172680000000298e+01	4.670226555097103827e+00	2.252887700000000049e+00	4.205479233965037089e+00	4.753245999999999860e-01	-2.718838000000000088e-01
3.176836139999999986e+01	4.671880991534425931e+00	2.144012000000000029e+00	4.204267284022654039e+00	4.799256000000000077e-01	-4.066837999999999842e-01
3.649766019999999855e+01	4.655471059833755199e+00	2.160459599999999813e+00	4.218162179110906962e+00	2.225064999999999960e-01	-4.336894000000000027e-01
3.065861719999999835e+01	5.008867997896881974e+00	2.188172400000000017e+00	3.924695013544502675e+00	5.914760999999999491e-01	-4.085728000000000137e-01
2.810348739999999879e+01	4.484196750082548810e+00	2.134879800000000216e+00	4.366410354048130493e+00	4.889591999999999827e-01	-4.303007999999999833e-01
3.534506170000000225e+01	4.683275411459878690e+00	2.165966200000000175e+00	4.192083651427602753e+00	4.754291999999999963e-01	-4.093146999999999758e-01
3.783608029999999900e+01	5.083310125678532465e+00	2.311940799999999907e+00	3.875158283115478497e+00	8.823147999999999547e-01	-1.485958000000000001e-01
3.135062879999999907e+01	5.330609102774513275e+00	2.172369600000000123e+00	3.691816747943082788e+00	6.037523999999999669e-01	-4.020034000000000107e-01
3.075233100000000164e+01	5.317947518479162028e+00	2.165411499999999823e+00	3.701956748096058458e+00	5.420962000000000280e-01	-4.116210000000000147e-01
2.269909960000000027e+01	5.385451240818758478e+00	2.175555199999999800e+00	3.666048994065035149e+00	8.482678000000000162e-01	-4.074589000000000127e-01
1.961761780000000144e+01	5.676448554361417820e+00	2.295289599999999819e+00	3.466936933809526167e+00	1.186337699999999939e+00	-1.366023000000000098e-01
2.174309069999999977e+01	5.663101220693619986e+00	2.300549199999999850e+00	3.475092974243747967e+00	1.216504500000000100e+00	-1.267352999999999952e-01
1.673041200000000117e+01	5.695344588416347165e+00	2.299814599999999931e+00	3.455648050883783018e+00	1.408333099999999893e+00	-1.320318000000000047e-01
1.423353509999999922e+01	5.620242381915694807e+00	2.296006900000000073e+00	3.497594297331918956e+00	1.361584300000000081e+00	-1.486958999999999920e-01
2.993057040000000057e+01	4.519560333603990010e+00	2.145315500000000153e+00	4.330583957375006676e+00	5.049955999999999889e-01	-4.126037000000000177e-01
5.394084039999999902e+01	5.955233716158092605e+00	2.322778599999999916e+00	3.321320789913623894e+00	5.444333999999999563e-01	-2.368560000000000110e-02
4.086022739999999942e+01	5.933058037438733834e+00	2.166654100000000138e+00	3.337586621521412056e+00	1.887250000000000039e-01	-3.575915000000000066e-01
3.337096999999999980e+01	5.932112985831118124e+00	2.234702599999999872e+00	3.322129202044877605e+00	7.410252999999999979e-01	-3.347786999999999846e-01
2.938415840000000046e+01	5.997224869335265218e+00	2.203126399999999929e+00	3.292835687034734171e+00	6.878088999999999453e-01	-3.194375999999999882e-01
3.564477839999999986e+01	4.474667236012028759e+00	2.205646499999999843e+00	4.403807748062713578e+00	5.432656000000000152e-01	-3.347182000000000213e-01
3.245121569999999878e+01	5.040379690453695716e+00	2.226865999999999790e+00	3.905337596036365877e+00	8.435439999999999605e-01	-2.903035999999999950e-01
6.211145410000000311e+01	5.070510833812316598e+00	2.317372300000000163e+00	3.860344182332332785e+00	7.417450000000000432e-02	-2.817470000000000044e-02
5.119893629999999973e+01	4.832792431156702762e+00	2.328088300000000110e+00	4.075475492583208847e+00	4.314194000000000084e-01	-1.173880000000000062e-02
3.451884789999999725e+01	5.537369514300021223e+00	2.184414799999999879e+00	3.556261500747193605e+00	5.144330000000000291e-01	-3.616924000000000250e-01
3.307360880000000236e+01	5.496096905001739863e+00	2.179165199999999913e+00	3.577396284833060047e+00	7.486452000000000107e-01	-3.592082999999999804e-01
2.183749230000000097e+01	4.460393709009578878e+00	2.156135400000000146e+00	4.393009203129458307e+00	8.506219000000000419e-01	-4.175856000000000012e-01
3.862524969999999769e+01	4.617550459237310889e+00	2.138765400000000039e+00	4.255624083712014283e+00	3.655713999999999908e-01	-4.134260000000000157e-01
3.357810200000000123e+01	4.471528005766710834e+00	2.197255800000000203e+00	4.395064876868099546e+00	3.320093000000000072e-01	-3.439242000000000132e-01
3.080513170000000045e+01	4.531195149069586314e+00	2.226353399999999816e+00	4.332741035767240234e+00	7.871270000000000211e-01	-3.429994000000000098e-01
6.873333049999999389e+01	5.360763534441132627e+00	2.353614100000000153e+00	3.663186092203909006e+00	4.096607999999999916e-01	4.196420000000000011e-02
6.971802929999999776e+01	5.314567754062592186e+00	2.366407999999999845e+00	3.703873732987210676e+00	3.341187999999999936e-01	2.198270000000000085e-02
4.496921569999999946e+01	5.338317998267696929e+00	2.326141100000000073e+00	3.674041843800560425e+00	1.006177099999999935e+00	2.326869999999999980e-02
2.812127119999999891e+01	5.891658307845056619e+00	2.216902999999999846e+00	3.345824441427082796e+00	1.084751699999999985e+00	-2.984358999999999762e-01
3.000744590000000045e+01	5.793578086980551767e+00	2.215599999999999792e+00	3.409573425748646081e+00	7.280535999999999675e-01	-3.131666000000000172e-01
4.842040430000000129e+01	5.673771694047479386e+00	2.321268900000000190e+00	3.470043590694935176e+00	4.676583999999999741e-01	-9.818300000000000291e-03
2.768290899999999866e+01	4.865274290457229256e+00	2.199524699999999999e+00	4.041708390632084757e+00	8.952099000000000029e-01	-3.778329999999999744e-01
2.378514360000000138e+01	4.691119996503663181e+00	2.194188700000000214e+00	4.200783493541115021e+00	1.010842900000000100e+00	-3.704106999999999816e-01
3.238347579999999937e+01	4.438193108053317459e+00	2.202820399999999790e+00	4.433058118627299926e+00	5.248903999999999792e-01	-3.513136000000000037e-01
4.367431260000000037e+01	4.609169494621799146e+00	2.332819000000000198e+00	4.261536252081484122e+00	5.980166999999999566e-01	-1.112589999999999968e-01
3.040227850000000132e+01	4.585704950532397461e+00	2.290621900000000100e+00	4.283717936720036867e+00	9.903016999999999515e-01	-1.520426000000000000e-01
3.340789649999999966e+01	5.434366137107448758e+00	2.172130500000000186e+00	3.620918157154693340e+00	4.898733000000000115e-01	-3.982334000000000152e-01
3.708802920000000114e+01	5.396495766024611562e+00	2.187094099999999930e+00	3.656938593744037291e+00	5.035823000000000382e-01	-3.754282999999999926e-01
3.036692650000000171e+01	4.465948609521956492e+00	2.329096999999999973e+00	4.397040362261614987e+00	9.509191999999999645e-01	-8.336100000000000454e-02
3.358482000000000056e+01	5.170086076815270992e+00	2.196615899999999844e+00	3.786441273498976301e+00	6.313267000000000184e-01	-3.773001999999999745e-01
3.930121960000000314e+01	5.500772975239192952e+00	2.303445799999999988e+00	3.571975888351049289e+00	9.507835000000000036e-01	-8.492329999999999324e-02
2.494239519999999999e+01	5.064835039846656173e+00	2.279326800000000208e+00	3.884150577884338151e+00	1.193481400000000026e+00	-1.852928000000000075e-01
2.141443080000000165e+01	5.250240638543513860e+00	2.326464099999999924e+00	3.750310416023358240e+00	1.239914799999999984e+00	-1.287243999999999888e-01
1.880044459999999873e+01	5.314278733184472081e+00	2.305213900000000038e+00	3.698931438042280639e+00	1.257059499999999996e+00	-1.314674000000000120e-01
1.540421169999999940e+01	5.430832502343205803e+00	2.302190400000000192e+00	3.631624305396163432e+00	1.313218400000000008e+00	-1.199677999999999994e-01
6.724638009999999610e+01	5.545213018192058918e+00	5.219977400000000323e+00	3.547622670678908019e+00	6.802181000000000477e-01	-5.696763000000000243e-01
3.170568540000000013e+01	5.130975156304420359e+00	2.186206400000000105e+00	3.825315405985228345e+00	7.055706000000000477e-01	-3.273656999999999817e-01
4.121315799999999996e+01	5.396439459787275794e+00	2.210393299999999783e+00	3.649780375565280011e+00	4.059713999999999823e-01	-3.411509999999999820e-01
3.375138450000000034e+01	5.467875430917431778e+00	2.198480299999999943e+00	3.602136818555561781e+00	6.144578000000000539e-01	-3.696442999999999812e-01
2.502923559999999981e+01	4.904017523735028306e+00	2.195031100000000013e+00	4.006606836979137221e+00	9.877101999999999826e-01	-3.626345000000000263e-01
3.086658339999999967e+01	4.820162941991902983e+00	2.176038399999999928e+00	4.085157985700796246e+00	5.726065000000000182e-01	-4.114884999999999793e-01
2.633613139999999930e+01	4.883159603426989293e+00	2.161076700000000184e+00	4.021346879444851474e+00	9.176830000000000265e-01	-3.984237999999999946e-01
3.462409710000000018e+01	4.434764170355175672e+00	2.149303900000000045e+00	4.423122914407993989e+00	2.004365999999999925e-01	-4.150771999999999795e-01
2.645977729999999895e+01	4.916992109100982056e+00	2.165492299999999926e+00	4.010084383326804058e+00	7.725284999999999513e-01	-3.929277999999999937e-01
3.998558529999999678e+01	4.722143503438879897e+00	2.331092700000000129e+00	4.146842399343169561e+00	9.938384000000000107e-01	1.481490000000000064e-02
4.760698490000000049e+01	4.801481023343503907e+00	2.290142299999999853e+00	4.090799892783464564e+00	4.091020000000000212e-01	-1.152660999999999963e-01
4.193696570000000179e+01	5.305600368289760560e+00	2.316820199999999996e+00	3.708553643030307434e+00	7.206656000000000173e-01	-6.073030000000000095e-02
2.997635169999999860e+01	5.605974565192881620e+00	2.199134200000000039e+00	3.522298288018187229e+00	9.035362999999999589e-01	-3.854939000000000004e-01
2.393327869999999891e+01	5.705306105175007580e+00	2.155369100000000149e+00	3.456178589372452148e+00	8.914794999999999803e-01	-3.848693000000000253e-01
5.862682490000000257e+01	4.652463389995687315e+00	2.312488099999999935e+00	4.229350224702258743e+00	3.483415000000000261e-01	-4.233350000000000307e-02
6.061165259999999932e+01	5.727442948927955690e+00	2.340074800000000010e+00	3.445247084886069899e+00	1.402673000000000114e-01	-1.398590000000000076e-02
5.335224089999999819e+01	5.655345691696382460e+00	2.354675100000000132e+00	3.493111924334491913e+00	4.160710000000000242e-01	-2.455670000000000075e-02
5.708984099999999984e+01	5.267954932449634420e+00	2.352809199999999823e+00	3.727642839476874581e+00	3.757273999999999892e-01	5.487310000000000104e-02
2.071605179999999891e+01	4.757979476653678041e+00	2.346109100000000058e+00	4.113542559205483506e+00	1.518599199999999927e+00	3.252510000000000123e-02
2.895991019999999949e+01	4.654676047719574328e+00	2.352309500000000053e+00	4.216319138119954957e+00	1.671226499999999948e+00	1.077451999999999993e-01
1.806871810000000167e+01	4.533182396348777843e+00	2.358017400000000041e+00	4.310826626580192666e+00	1.589131999999999989e+00	1.470167000000000002e-01
2.522099749999999929e+01	4.702344196395666032e+00	2.353382400000000096e+00	4.173184701631065252e+00	1.577969200000000072e+00	1.261327999999999894e-01
2.619638439999999946e+01	6.281944383958291134e+00	2.328940999999999928e+00	3.148208363715026437e+00	1.189336100000000007e+00	-8.878429999999999656e-02
2.059900959999999870e+01	6.283753151615088406e+00	2.331655599999999939e+00	3.151336766177300852e+00	1.177114999999999911e+00	-1.056514000000000064e-01
4.090369290000000291e+01	5.951851254958968163e+00	2.324466600000000049e+00	3.313206919950875573e+00	7.429744000000000348e-01	-8.936729999999999674e-02
3.559069869999999725e+01	5.968234110314951657e+00	2.217387399999999786e+00	3.309048012118997129e+00	5.313428000000000040e-01	-3.318924999999999792e-01
3.365885459999999796e+01	5.762970664597934167e+00	2.176518999999999870e+00	3.419678213021505542e+00	8.470653000000000210e-01	-3.852223000000000175e-01
3.315411699999999939e+01	5.397196947895480434e+00	2.323367600000000088e+00	3.645937690189231084e+00	9.510925000000000074e-01	-9.740740000000000509e-02
3.396525669999999764e+01	5.528593389213639853e+00	2.194091400000000025e+00	3.559676628295462386e+00	4.803081000000000156e-01	-3.326950000000000185e-01
5.877894040000000331e+01	5.884658718314673465e+00	2.339600400000000135e+00	3.361473591823249230e+00	2.269441000000000097e-01	-8.482099999999999362e-03
2.991440520000000092e+01	5.893854463371702934e+00	2.175822600000000051e+00	3.345910530812906458e+00	7.290828000000000308e-01	-3.558096000000000037e-01
2.012822200000000095e+01	5.902072802575204058e+00	2.224047500000000177e+00	3.342898622941779863e+00	1.081034599999999957e+00	-3.045494000000000256e-01
4.304093340000000012e+01	6.002520475372987718e+00	2.211340499999999931e+00	3.290372836886928720e+00	3.310196999999999723e-01	-3.051412000000000013e-01
2.929826720000000151e+01	5.759509084810251700e+00	2.176953899999999997e+00	3.415428051954255473e+00	7.882162000000000335e-01	-3.972325999999999913e-01
4.940457289999999801e+01	5.136518905851261252e+00	2.354852800000000190e+00	3.834626583360121632e+00	5.239112999999999687e-01	-5.146000000000000400e-03
3.868778890000000104e+01	5.362527411988457615e+00	2.253944100000000006e+00	3.675107882543684923e+00	3.463359999999999772e-01	-2.869636999999999882e-01
4.612451920000000172e+01	5.566718259100393418e+00	2.287447199999999903e+00	3.535931007731715869e+00	5.162130999999999803e-01	-1.581789000000000112e-01
2.321803549999999916e+01	5.428554786046711378e+00	2.176549300000000020e+00	3.637094792478751781e+00	1.018076900000000062e+00	-4.048745999999999734e-01
3.920663270000000011e+01	6.093263680344354505e+00	2.231970599999999916e+00	3.259019248340627950e+00	5.730859999999999843e-01	-2.771645999999999832e-01
6.245880729999999659e+01	5.432125950109075951e+00	2.314627600000000118e+00	3.625345994630700730e+00	3.942714999999999970e-01	-6.058519999999999878e-02
2.724329609999999846e+01	5.096153368609977363e+00	2.172867099999999940e+00	3.853996052316170040e+00	7.160794000000000326e-01	-3.841515999999999820e-01
2.613762789999999825e+01	5.178714629046657691e+00	2.280512900000000176e+00	3.800750329506276781e+00	1.106778800000000063e+00	-2.351013999999999882e-01
3.039865779999999873e+01	4.947622884924991027e+00	2.296151599999999959e+00	3.976067579495751847e+00	1.097293300000000027e+00	-1.806715000000000126e-01
2.942686540000000051e+01	5.196437860680963361e+00	2.277342099999999814e+00	3.797209146892768672e+00	9.921624999999999472e-01	-1.560794000000000070e-01
3.519857470000000177e+01	4.918741919640468474e+00	2.182399300000000153e+00	3.994290937050407830e+00	9.278005000000000280e-01	-3.070334000000000119e-01
4.260281609999999830e+01	4.683987452899762260e+00	2.217234700000000114e+00	4.182727256836476393e+00	2.865704000000000029e-01	-3.273495000000000155e-01
2.731418000000000035e+01	5.990714608039164446e+00	2.302953299999999981e+00	3.298721700127538625e+00	1.023909600000000086e+00	-8.064899999999999847e-02
5.227447829999999840e+01	5.750657090400802751e+00	2.298001800000000205e+00	3.429080593866329352e+00	4.093186999999999798e-01	-1.016718000000000066e-01
5.117086690000000004e+01	6.065698411465655582e+00	2.301729599999999820e+00	3.249065271598408966e+00	5.530844999999999789e-01	-9.848550000000000360e-02
3.720581270000000274e+01	5.725889832121986878e+00	2.214561999999999919e+00	3.434054329340571421e+00	5.447651000000000021e-01	-3.220669999999999922e-01
3.629140939999999915e+01	5.103889958286154105e+00	2.352535899999999902e+00	3.853946286723882952e+00	1.043562099999999937e+00	-7.335809999999999553e-02
5.408725189999999827e+01	5.298069850688573723e+00	2.335372599999999910e+00	3.708107962550246217e+00	5.361333999999999822e-01	-4.102059999999999734e-02
3.251797870000000046e+01	4.867071763571060750e+00	2.173212400000000155e+00	4.030553538350811316e+00	3.763733000000000217e-01	-4.019440000000000235e-01
3.278049719999999922e+01	4.699979240484790211e+00	2.368716599999999950e+00	4.189125806892548987e+00	1.298155500000000018e+00	7.451330000000000453e-02
3.971917320000000018e+01	4.795258315192037379e+00	2.342588099999999951e+00	4.097350665689010185e+00	8.087374000000000507e-01	3.072760000000000075e-02
4.630254300000000001e+01	5.485887229605010518e+00	2.262377199999999977e+00	3.588062645951014762e+00	3.185343999999999953e-01	-2.480132999999999921e-01
3.382565460000000002e+01	5.338867321437299474e+00	2.274239600000000028e+00	3.691376686258695639e+00	9.012282999999999822e-01	-2.249145999999999923e-01
4.748251419999999712e+01	5.960026687124656775e+00	2.312404499999999974e+00	3.323942047566875058e+00	6.263252000000000264e-01	-5.432939999999999992e-02
3.576355660000000114e+01	5.938048044288594340e+00	2.165871200000000218e+00	3.332755592268369149e+00	5.562713000000000241e-01	-3.793504999999999794e-01
3.781126559999999870e+01	5.958470359352380896e+00	2.281910700000000070e+00	3.312225487402670421e+00	7.855201000000000544e-01	-1.489845999999999948e-01
4.960398589999999786e+01	5.573945858993484492e+00	2.279870499999999911e+00	3.532504352580111640e+00	3.294939000000000062e-01	-1.462971999999999884e-01
4.923642590000000041e+01	5.815786981686170698e+00	2.268882800000000088e+00	3.395318668829090392e+00	2.022502999999999940e-01	-2.282514999999999961e-01
3.501239549999999667e+01	4.779826423594929707e+00	2.180419500000000177e+00	4.105024868591068632e+00	5.518944000000000072e-01	-3.718945000000000167e-01
3.242165519999999646e+01	4.948162730650971675e+00	2.248588799999999832e+00	3.967267155454287764e+00	7.803795000000000037e-01	-2.617394000000000109e-01
3.645371670000000108e+01	5.463705732476720200e+00	2.269300299999999826e+00	3.594710233151466205e+00	6.536199999999999788e-01	-2.734662999999999955e-01
2.230963189999999940e+01	4.753988607845631265e+00	2.224828000000000028e+00	4.128717403805569397e+00	1.044235599999999931e+00	-3.199132000000000087e-01
1.846641869999999841e+01	4.867160878092660958e+00	2.217267500000000169e+00	4.033342238830041282e+00	1.171966400000000075e+00	-2.925390999999999964e-01
1.657100469999999959e+01	5.097049146237105255e+00	2.241536400000000206e+00	3.860866913849366533e+00	1.216151800000000005e+00	-2.745473999999999970e-01
2.082393799999999828e+01	4.865311653489747812e+00	2.230124399999999785e+00	4.041725806190799020e+00	1.169581800000000005e+00	-3.038515999999999995e-01
6.099895130000000165e+01	6.607736789273051414e+00	5.253567300000000273e+00	2.982530850705782388e+00	2.263460799999999828e+00	-6.454756000000000382e-01
5.474400299999999930e+01	5.315763930657091407e+00	2.365252900000000214e+00	3.706801793535629219e+00	5.876567000000000318e-01	-1.760410000000000100e-02
6.863340879999999800e+01	5.716700348063159076e+00	2.340884899999999824e+00	3.460738326488177918e+00	4.507573000000000274e-01	7.763700000000000115e-03
3.179065609999999964e+01	4.636157829943615027e+00	2.154685999999999879e+00	4.235903952395309702e+00	6.468471000000000082e-01	-3.983092999999999773e-01
4.514396700000000351e+01	5.550766124629262777e+00	2.302409599999999834e+00	3.558429639516081266e+00	4.839468000000000103e-01	-1.492194000000000020e-01
2.073955339999999836e+01	5.696580630828942837e+00	2.334851200000000127e+00	3.464784525127915238e+00	1.414895800000000037e+00	-8.422469999999999957e-02
